time,open,high,low,close,volume,signal,action,action_price,budget,profit,drawdown
2021-01-11 17:00:00+07:00,1134.1,1148.9,1125.8,1144.4,1110605.8545,1136.2095384615384,buy,1144.4,100.0,0.0,-0.016253058371199
2021-01-11 17:15:00+07:00,1144.4,1145.7,1117.1,1122.9,2646245.3444,1131.4733846153845,sell,1122.9,98.12950000000001,-1.8704999999999998,-0.02030456852791874
2021-01-11 17:30:00+07:00,1122.9,1127.9,1109.6,1118.0,568670.6817,1127.0392307692307,sell,1122.9,98.12950000000001,0.0,-0.004452756256122539
2021-01-11 17:45:00+07:00,1118.0,1124.0,1109.4,1112.0,645156.7053,1122.9450769230768,sell,1122.9,98.12950000000001,0.0,-0.0009796063763468778
2021-01-11 18:00:00+07:00,1112.0,1117.4,1080.8,1082.1,1332181.1068,1119.0852307692307,sell,1122.9,98.12950000000001,0.0,0.004898031881734793
2021-01-11 18:15:00+07:00,1082.1,1104.4,1071.1,1086.2,1157862.9855,1115.436923076923,sell,1122.9,98.12950000000001,0.0,0.016475198147653396
2021-01-11 18:30:00+07:00,1086.2,1104.5,1086.2,1090.4,224824.3884,1111.979076923077,sell,1122.9,98.12950000000001,0.0,0.016386143022531028
2021-01-11 18:45:00+07:00,1090.4,1091.0,1063.0,1065.8,949464.0855,1108.6972307692308,sell,1122.9,98.12950000000001,0.0,0.028408584914061882
2021-01-11 19:00:00+07:00,1065.6,1070.4,1038.5,1055.0,1777478.7251,1105.614923076923,sell,1122.9,98.12950000000001,0.0,0.04675394068928666
2021-01-11 19:15:00+07:00,1055.0,1098.5,1039.8,1096.6,1724280.0404,1102.8610769230768,sell,1122.9,98.12950000000001,0.0,0.021729450529878073
2021-01-11 19:30:00+07:00,1096.6,1102.1,1086.0,1088.4,288539.222,1100.4152307692307,sell,1122.9,98.12950000000001,0.0,0.018523466025469927
2021-01-11 19:45:00+07:00,1088.4,1092.8,1065.0,1071.6,1417837.4869,1098.2144615384616,sell,1122.9,98.12950000000001,0.0,0.026805592661857808
2021-01-11 20:00:00+07:00,1071.6,1077.1,1058.1,1064.4,1187538.1556,1096.346,sell,1122.9,98.12950000000001,0.0,0.04078724730608262
2021-01-11 20:15:00+07:00,1064.4,1066.3,1035.6,1049.6,1460799.0075,1094.797076923077,sell,1122.9,98.12950000000001,0.0,0.050405200819307265
2021-01-11 20:30:00+07:00,1050.3,1063.7,1036.0,1057.3,1969694.1826,1093.5504615384614,sell,1122.9,98.12950000000001,0.0,0.05272063407249091
2021-01-11 20:45:00+07:00,1057.3,1061.6,1023.5,1023.5,861490.0788,1092.5007692307693,sell,1122.9,98.12950000000001,0.0,0.054590791700062494
2021-01-11 21:00:00+07:00,1023.5,1038.9,941.0,941.0,5258663.29456,1091.486153846154,sell,1122.9,98.12950000000001,0.0,0.07480630510285867
2021-01-11 21:15:00+07:00,940.6,1029.2,940.6,1021.9,4318203.6186,1090.563076923077,sell,1122.9,98.12950000000001,0.0,0.08344465223973643
2021-01-11 21:30:00+07:00,1021.9,1037.3,999.9,1027.6,1403455.5261,1089.7140000000002,sell,1122.9,98.12950000000001,0.0,0.076231187104818
2021-01-11 21:45:00+07:00,1027.6,1041.8,1022.0,1036.7,678334.9915,1088.8866153846154,sell,1122.9,98.12950000000001,0.0,0.07222370647430772
2021-01-11 22:00:00+07:00,1036.7,1045.3,1021.7,1022.9,975055.2855,1088.022923076923,sell,1122.9,98.12950000000001,0.0,0.06910677709502193
2021-01-11 22:15:00+07:00,1022.9,1035.5,1010.6,1014.0,983926.7681,1087.184923076923,sell,1122.9,98.12950000000001,0.0,0.07783417935702207
2021-01-11 22:30:00+07:00,1014.0,1019.8,979.8,992.2,1341809.7063,1086.307076923077,sell,1122.9,98.12950000000001,0.0,0.09181583400124689
2021-01-11 22:45:00+07:00,992.2,999.8,971.3,973.6,1965578.6446,1085.284153846154,sell,1122.9,98.12950000000001,0.0,0.10962685902573704
2021-01-11 23:00:00+07:00,973.6,988.0,927.8,931.3,3644665.52785,1083.9550769230768,sell,1122.9,98.12950000000001,0.0,0.1201353637901862
2021-01-11 23:15:00+07:00,931.3,986.5,917.1,953.6,4292997.13986,1082.1884615384615,sell,1122.9,98.12950000000001,0.0,0.12147119066702296
2021-01-11 23:30:00+07:00,953.6,961.1,913.0,921.4,2885215.19546,1080.0469230769231,sell,1122.9,98.12950000000001,0.0,0.14409119244812543
2021-01-11 23:45:00+07:00,921.4,964.7,913.0,960.5,1478592.0745,1077.6684615384615,sell,1122.9,98.12950000000001,0.0,0.1408852079437172
2021-01-12 00:00:00+07:00,960.7,961.4,917.1,928.3,1367008.3817,1074.928153846154,sell,1122.9,98.12950000000001,0.0,0.14382402707275813
2021-01-12 00:15:00+07:00,928.3,988.8,928.3,983.0,1621034.0917,1072.0207692307692,sell,1122.9,98.12950000000001,0.0,0.11942292278920663
2021-01-12 00:30:00+07:00,983.0,1022.4,981.5,1004.1,2795758.9529,1069.0350769230768,sell,1122.9,98.12950000000001,0.0,0.08950040074806315
2021-01-12 00:45:00+07:00,1004.1,1006.9,978.5,997.1,881377.8436,1065.958,sell,1122.9,98.12950000000001,0.0,0.10330394514204302
2021-01-12 01:00:00+07:00,996.9,1006.1,982.2,1000.1,913407.5811,1062.8253846153846,sell,1122.9,98.12950000000001,0.0,0.10401638614302258
2021-01-12 01:15:00+07:00,1000.1,1015.7,989.8,1013.3,537451.0216,1059.683076923077,sell,1122.9,98.12950000000001,0.0,0.09546709413126729
2021-01-12 01:30:00+07:00,1013.3,1023.1,1003.7,1017.3,526061.7592,1056.4770769230768,sell,1122.9,98.12950000000001,0.0,0.08887701487220595
2021-01-12 01:45:00+07:00,1017.3,1021.5,989.7,993.7,1399197.0481,1053.0687692307692,sell,1122.9,98.12950000000001,0.0,0.09030189687416518
2021-01-12 02:00:00+07:00,993.7,1006.2,970.9,970.9,2131882.6043,1049.497076923077,sell,1122.9,98.12950000000001,0.0,0.10392733101790011
2021-01-12 02:15:00+07:00,970.9,980.3,953.5,955.0,1487771.1522,1045.7336923076923,sell,1122.9,98.12950000000001,0.0,0.12699260842461496
2021-01-12 02:30:00+07:00,955.0,987.0,943.8,984.5,1330541.1421,1041.8072307692307,sell,1122.9,98.12950000000001,0.0,0.1210259150414107
2021-01-12 02:45:00+07:00,984.5,998.3,981.2,983.3,835250.4109,1037.739076923077,sell,1122.9,98.12950000000001,0.0,0.1109626859025738
2021-01-12 03:00:00+07:00,983.3,983.4,959.0,965.9,2039473.7442,1033.570153846154,sell,1122.9,98.12950000000001,0.0,0.12423189954581895
2021-01-12 03:15:00+07:00,965.9,985.0,964.7,975.0,591635.9155,1029.5310769230769,sell,1122.9,98.12950000000001,0.0,0.12280701754385973
2021-01-12 03:30:00+07:00,975.0,992.7,971.4,991.9,792907.0328,1025.6447692307693,sell,1122.9,98.12950000000001,0.0,0.11594977290943097
2021-01-12 03:45:00+07:00,991.9,1020.5,991.9,1020.0,2436712.7896,1021.8578461538461,sell,1122.9,98.12950000000001,0.0,0.0911924481253897
2021-01-12 04:00:00+07:00,1020.0,1031.6,1006.1,1029.5,1472886.571,1018.1609230769229,buy,1029.5,106.44210000000001,8.312600000000007,-0.022729480330257384
2021-01-12 04:15:00+07:00,1029.5,1044.3,1023.0,1040.6,872880.3404,1014.6178461538461,buy,1029.5,106.44210000000001,0.0,-0.006313744536182613
2021-01-12 04:30:00+07:00,1040.6,1040.6,1011.1,1033.2,1240746.8985,1011.2358461538462,buy,1029.5,106.44210000000001,0.0,-0.017872753763963068
2021-01-12 04:45:00+07:00,1033.2,1039.3,1022.2,1031.9,628733.9646,1008.0370769230769,buy,1029.5,106.44210000000001,0.0,-0.00709082078678966
2021-01-12 05:00:00+07:00,1031.9,1048.6,1023.0,1048.6,568654.7324,1005.1336923076923,buy,1029.5,106.44210000000001,0.0,-0.006313744536182613
2021-01-12 05:15:00+07:00,1048.6,1072.5,1047.6,1064.3,943313.0914,1002.6333846153846,buy,1029.5,106.44210000000001,0.0,0.01758135016998534
2021-01-12 05:30:00+07:00,1064.3,1065.0,1045.8,1064.9,526190.8765,1000.6163076923077,buy,1029.5,106.44210000000001,0.0,0.015832928606119432
2021-01-12 05:45:00+07:00,1065.2,1070.4,1050.2,1058.8,1376800.8717,999.104153846154,buy,1029.5,106.44210000000001,0.0,0.02010684798445852
2021-01-12 06:00:00+07:00,1058.8,1079.0,1058.8,1075.1,1942738.5687,998.0783076923077,buy,1029.5,106.44210000000001,0.0,0.028460417678484656
2021-01-12 06:15:00+07:00,1075.1,1087.2,1073.0,1080.5,1514399.8143,997.5289230769231,buy,1029.5,106.44210000000001,0.0,0.04225352112676056
2021-01-12 06:30:00+07:00,1080.5,1085.0,1068.2,1082.1,975897.5748,997.4146153846153,buy,1029.5,106.44210000000001,0.0,0.037591063623118065
2021-01-12 06:45:00+07:00,1082.1,1095.0,1082.1,1087.9,1108266.1908,997.5816923076923,buy,1029.5,106.44210000000001,0.0,0.051092763477416134
2021-01-12 07:00:00+07:00,1087.9,1092.5,1054.9,1056.2,2188977.7981,997.9659999999999,buy,1029.5,106.44210000000001,0.0,0.024672170956775222
2021-01-12 07:15:00+07:00,1056.2,1063.2,1040.0,1049.9,1835165.6957,998.5704615384616,buy,1029.5,106.44210000000001,0.0,0.010199125789218067
2021-01-12 07:30:00+07:00,1049.9,1073.3,1046.4,1073.0,705695.7518,999.3678461538461,buy,1029.5,106.44210000000001,0.0,0.016415735794074883
2021-01-12 07:45:00+07:00,1073.0,1075.4,1056.8,1062.4,479722.9998,1000.2987692307693,buy,1029.5,106.44210000000001,0.0,0.02651772705196693
2021-01-12 08:00:00+07:00,1062.4,1081.4,1062.4,1079.4,600065.6711,1001.4835384615385,buy,1029.5,106.44210000000001,0.0,0.0319572608062167
2021-01-12 08:15:00+07:00,1079.4,1083.8,1069.7,1071.8,481953.8631,1002.9692307692308,buy,1029.5,106.44210000000001,0.0,0.03904808159300636
2021-01-12 08:30:00+07:00,1071.8,1073.3,1049.2,1057.1,899739.5153,1004.766923076923,buy,1029.5,106.44210000000001,0.0,0.019135502671199657
2021-01-12 08:45:00+07:00,1057.1,1057.7,1041.5,1054.9,704064.0241,1006.8412307692307,buy,1029.5,106.44210000000001,0.0,0.011656143759106362
2021-01-12 09:00:00+07:00,1054.9,1064.9,1045.0,1045.6,740237.6462,1009.1115384615384,buy,1029.5,106.44210000000001,0.0,0.015055852355512385
2021-01-12 09:15:00+07:00,1045.0,1060.9,1043.9,1054.2,1598235.0867,1011.6315384615384,buy,1029.5,106.44210000000001,0.0,0.013987372510927723
2021-01-12 09:30:00+07:00,1054.2,1072.0,1054.0,1067.7,510358.5763,1014.3827692307693,buy,1029.5,106.44210000000001,0.0,0.023797960174842158
2021-01-12 09:45:00+07:00,1067.7,1075.5,1063.4,1068.6,899358.0685,1017.1996923076923,buy,1029.5,106.44210000000001,0.0,0.03292860611947556
2021-01-12 10:00:00+07:00,1068.6,1080.0,1062.0,1064.6,699243.3,1020.1313846153845,buy,1029.5,106.44210000000001,0.0,0.03156872268091306
2021-01-12 10:15:00+07:00,1064.7,1084.0,1064.5,1081.3,1111458.7207,1023.1544615384615,buy,1029.5,106.44210000000001,0.0,0.033997085964060224
2021-01-12 10:30:00+07:00,1081.3,1083.7,1073.2,1082.2,108834.4633,1026.2526153846154,buy,1029.5,106.44210000000001,0.0,0.04244779018941238
2021-01-12 10:45:00+07:00,1082.2,1089.5,1074.1,1088.4,245678.6043,1029.4084615384616,buy,1029.5,106.44210000000001,0.0,0.043322000971345226
2021-01-12 11:00:00+07:00,1088.4,1101.2,1084.7,1090.9,824502.9137,1032.6255384615383,buy,1029.5,106.44210000000001,0.0,0.05361826129188931
2021-01-12 11:15:00+07:00,1090.9,1090.9,1080.7,1087.6,320836.0112,1035.8415384615384,buy,1029.5,106.44210000000001,0.0,0.04973288003885386
2021-01-12 11:30:00+07:00,1087.6,1088.2,1079.5,1086.8,338360.6618,1038.9767692307692,buy,1029.5,106.44210000000001,0.0,0.04856726566294318
2021-01-12 11:45:00+07:00,1086.8,1099.0,1077.1,1096.2,432977.4657,1041.9555384615385,buy,1029.5,106.44210000000001,0.0,0.04623603691112182
2021-01-12 12:00:00+07:00,1096.2,1108.7,1095.4,1106.6,253004.9117,1044.8366153846155,buy,1029.5,106.44210000000001,0.0,0.0640116561437592
2021-01-12 12:15:00+07:00,1106.6,1106.6,1095.0,1099.3,403619.8243,1047.5435384615384,buy,1029.5,106.44210000000001,0.0,0.06362311801845556
2021-01-12 12:30:00+07:00,1099.3,1116.9,1096.0,1114.4,765620.585,1050.1263076923076,buy,1029.5,106.44210000000001,0.0,0.06459446333171442
2021-01-12 12:45:00+07:00,1114.4,1129.6,1114.4,1129.6,749773.8938,1052.548,buy,1029.5,106.44210000000001,0.0,0.0824672170956776
2021-01-12 13:00:00+07:00,1129.6,1138.0,1124.2,1125.3,1682505.6401,1054.8747692307693,buy,1029.5,106.44210000000001,0.0,0.09198640116561442
2021-01-12 13:15:00+07:00,1125.1,1148.4,1125.0,1147.0,1532169.3339,1057.2123076923076,buy,1029.5,106.44210000000001,0.0,0.09276347741622147
2021-01-12 13:30:00+07:00,1147.0,1150.0,1136.7,1139.2,357341.8727,1059.5963076923076,buy,1029.5,106.44210000000001,0.0,0.10412821758135021
2021-01-12 13:45:00+07:00,1139.2,1149.4,1135.1,1139.1,654688.1472,1062.0053846153846,buy,1029.5,106.44210000000001,0.0,0.1025740650801359
2021-01-12 14:00:00+07:00,1139.1,1143.7,1125.8,1133.7,276711.9597,1064.4323076923079,buy,1029.5,106.44210000000001,0.0,0.09354055366682851
2021-01-12 14:15:00+07:00,1133.7,1134.3,1124.0,1130.0,262378.2621,1066.8676923076923,buy,1029.5,106.44210000000001,0.0,0.09179213210296261
2021-01-12 14:30:00+07:00,1130.0,1149.7,1128.1,1149.2,493171.2345,1069.2903076923076,buy,1029.5,106.44210000000001,0.0,0.09577464788732386
2021-01-12 14:45:00+07:00,1149.2,1151.1,1139.7,1140.9,380611.8254,1071.6866153846154,buy,1029.5,106.44210000000001,0.0,0.1070422535211268
2021-01-12 15:00:00+07:00,1140.9,1144.6,1127.0,1131.8,434453.3938,1074.044153846154,buy,1029.5,106.44210000000001,0.0,0.0947061680427392
2021-01-12 15:15:00+07:00,1131.8,1133.4,1115.4,1126.0,614123.9471,1076.417076923077,buy,1029.5,106.44210000000001,0.0,0.08343856240893646
2021-01-12 15:30:00+07:00,1126.0,1131.3,1118.0,1123.7,519856.1899,1078.801076923077,buy,1029.5,106.44210000000001,0.0,0.08596406022340942
2021-01-12 15:45:00+07:00,1123.7,1124.6,1106.4,1117.2,265934.4294,1081.1253846153847,buy,1029.5,106.44210000000001,0.0,0.07469645458960669
2021-01-12 16:00:00+07:00,1117.2,1122.7,1107.4,1120.4,314463.3126,1083.3867692307692,buy,1029.5,106.44210000000001,0.0,0.07566779990286555
2021-01-12 16:15:00+07:00,1120.4,1122.1,1110.4,1116.2,445286.6753,1085.6095384615385,buy,1029.5,106.44210000000001,0.0,0.07858183584264215
2021-01-12 16:30:00+07:00,1115.7,1127.1,1115.2,1123.2,288652.9614,1087.8281538461538,buy,1029.5,106.44210000000001,0.0,0.08324429334628465
2021-01-12 16:45:00+07:00,1123.2,1126.0,1114.5,1115.1,219106.0503,1090.0176923076922,buy,1029.5,106.44210000000001,0.0,0.0825643516270034
2021-01-12 17:00:00+07:00,1115.1,1122.0,1084.5,1087.4,745031.8417,1092.1416923076924,sell,1087.4,111.94260000000001,5.500500000000009,-0.0318190178407209
2021-01-12 17:15:00+07:00,1087.4,1090.7,1067.1,1070.5,1200972.8007,1094.1493846153846,sell,1087.4,111.94260000000001,0.0,-0.003034761817178549
2021-01-12 17:30:00+07:00,1070.5,1083.4,1069.1,1080.6,310124.8479,1096.0555384615384,sell,1087.4,111.94260000000001,0.0,0.003678499172337686
2021-01-12 17:45:00+07:00,1080.7,1091.3,1079.0,1083.8,714928.4237,1097.8970769230768,sell,1087.4,111.94260000000001,0.0,-0.0035865366930291184
2021-01-12 18:00:00+07:00,1083.8,1100.0,1083.8,1094.7,350966.8782,1099.7016923076922,sell,1087.4,111.94260000000001,0.0,-0.011587272392863626
2021-01-12 18:15:00+07:00,1094.7,1105.3,1094.7,1098.4,303890.1352,1101.4455384615385,sell,1087.4,111.94260000000001,0.0,-0.016461283796211017
2021-01-12 18:30:00+07:00,1098.4,1103.0,1084.4,1088.7,483331.1014,1103.0995384615385,sell,1087.4,111.94260000000001,0.0,-0.014346146772116892
2021-01-12 18:45:00+07:00,1088.7,1103.8,1085.3,1098.8,942042.2078,1104.6923076923076,sell,1087.4,111.94260000000001,0.0,-0.015081846606584386
2021-01-12 19:00:00+07:00,1098.8,1110.5,1097.1,1108.8,420227.3426,1106.2009230769231,buy,1108.8,109.86680000000003,-2.0757999999999868,-0.010551948051948094
2021-01-12 19:15:00+07:00,1108.8,1108.8,1096.9,1101.2,203063.0538,1107.5993846153847,sell,1101.2,109.10680000000004,-0.7599999999999909,-0.006901561932437258
2021-01-12 19:30:00+07:00,1101.2,1101.8,1083.0,1085.4,418466.1515,1108.8455384615384,sell,1101.2,109.10680000000004,0.0,-0.0005448601525607601
2021-01-12 19:45:00+07:00,1085.4,1092.6,1082.6,1086.4,385985.275,1109.8707692307692,sell,1101.2,109.10680000000004,0.0,0.007809662186705536
2021-01-12 20:00:00+07:00,1086.4,1095.9,1086.4,1093.5,144858.6571,1110.6884615384615,sell,1101.2,109.10680000000004,0.0,0.0048129313476207355
2021-01-12 20:15:00+07:00,1093.5,1094.0,1063.9,1070.9,894783.2215,1111.307846153846,sell,1101.2,109.10680000000004,0.0,0.006538321830730154
2021-01-12 20:30:00+07:00,1070.9,1076.5,1039.1,1043.1,1545097.8022,1111.6838461538462,sell,1101.2,109.10680000000004,0.0,0.022430076280421398
2021-01-12 20:45:00+07:00,1043.1,1053.4,1021.9,1025.0,3238161.5494,1111.790923076923,sell,1101.2,109.10680000000004,0.0,0.04340719215401376
2021-01-12 21:00:00+07:00,1025.0,1051.5,1025.0,1045.1,1038450.9931,1111.6315384615386,sell,1101.2,109.10680000000004,0.0,0.04513258263712318
2021-01-12 21:15:00+07:00,1045.1,1052.8,1014.0,1016.0,1415039.2077,1111.1650769230769,sell,1101.2,109.10680000000004,0.0,0.04395205230657473
2021-01-12 21:30:00+07:00,1016.1,1031.9,1006.2,1026.7,2034869.6649,1110.4275384615385,sell,1101.2,109.10680000000004,0.0,0.06293134762077729
2021-01-12 21:45:00+07:00,1026.7,1038.0,1016.2,1034.2,809306.5814,1109.4286153846153,sell,1101.2,109.10680000000004,0.0,0.05739193606974214
2021-01-12 22:00:00+07:00,1034.2,1050.5,1034.2,1043.8,326680.0172,1108.2098461538462,sell,1101.2,109.10680000000004,0.0,0.04604068289139125
2021-01-12 22:15:00+07:00,1043.8,1066.3,1041.0,1059.4,603160.7011,1106.8210769230768,sell,1101.2,109.10680000000004,0.0,0.03169269887395577
2021-01-12 22:30:00+07:00,1059.4,1060.4,1045.1,1051.0,366974.2234,1105.2523076923076,sell,1101.2,109.10680000000004,0.0,0.03705049037413726
2021-01-12 22:45:00+07:00,1051.0,1064.8,1051.0,1054.2,530495.0849,1103.498,sell,1101.2,109.10680000000004,0.0,0.03305484925535787
2021-01-12 23:00:00+07:00,1054.2,1085.0,1053.8,1080.7,1061754.6029,1101.6263076923078,sell,1101.2,109.10680000000004,0.0,0.014711224119142795
2021-01-12 23:15:00+07:00,1080.7,1092.3,1075.7,1081.6,298509.0136,1099.6950769230768,sell,1101.2,109.10680000000004,0.0,0.008082092262985915
2021-01-12 23:30:00+07:00,1081.6,1089.8,1076.0,1087.8,536437.3758,1097.792,sell,1101.2,109.10680000000004,0.0,0.010352342898656094
2021-01-12 23:45:00+07:00,1087.8,1106.9,1082.3,1105.9,192255.738,1095.9592307692308,buy,1105.9,108.64150000000004,-0.46530000000000454,-0.02134008499864376
2021-01-13 00:00:00+07:00,1105.9,1121.7,1096.8,1117.4,1036629.6529,1094.1889230769232,buy,1105.9,108.64150000000004,0.0,-0.008228592096934747
2021-01-13 00:15:00+07:00,1117.4,1117.4,1097.2,1097.2,226692.062,1092.427076923077,buy,1105.9,108.64150000000004,0.0,-0.00786689574102545
2021-01-13 00:30:00+07:00,1097.2,1113.9,1096.9,1106.9,449652.7753,1090.6806153846155,buy,1105.9,108.64150000000004,0.0,-0.00813816800795732
2021-01-13 00:45:00+07:00,1106.9,1125.6,1104.7,1116.8,621878.905,1088.99,buy,1105.9,108.64150000000004,0.0,-0.0010850890677276837
2021-01-13 01:00:00+07:00,1116.8,1123.0,1108.1,1118.3,873680.2747,1087.3456923076924,buy,1105.9,108.64150000000004,0.0,0.0019893299575005135
2021-01-13 01:15:00+07:00,1118.3,1121.4,1104.5,1109.2,585757.8211,1085.726,buy,1105.9,108.64150000000004,0.0,-0.0012659372456823319
2021-01-13 01:30:00+07:00,1109.2,1111.0,1100.0,1104.3,1078036.5748,1084.143076923077,buy,1105.9,108.64150000000004,0.0,-0.005335021249660991
2021-01-13 01:45:00+07:00,1104.3,1110.4,1090.5,1103.2,1030870.6469,1082.6246153846155,buy,1105.9,108.64150000000004,0.0,-0.013925309702504829
2021-01-13 02:00:00+07:00,1103.2,1103.3,1084.0,1092.9,322539.3063,1081.2109230769233,buy,1105.9,108.64150000000004,0.0,-0.019802875486029558
2021-01-13 02:15:00+07:00,1092.9,1094.1,1077.5,1081.3,349125.9081,1079.8596923076923,buy,1105.9,108.64150000000004,0.0,-0.02568044126955429
2021-01-13 02:30:00+07:00,1081.3,1086.9,1062.5,1063.9,956776.5735,1078.5678461538462,sell,1063.9,104.52550000000004,-4.1160000000000005,-0.021618573174170503
2021-01-13 02:45:00+07:00,1063.9,1088.4,1059.1,1082.2,1256619.3177,1077.4327692307693,buy,1082.2,102.65890000000005,-1.8665999999999952,-0.021345407503234277
2021-01-13 03:00:00+07:00,1082.2,1082.4,1066.6,1073.9,684915.7665,1076.5066153846155,sell,1073.9,101.86210000000005,-0.7967999999999956,-0.007915075891610019
2021-01-13 03:15:00+07:00,1073.9,1074.7,1058.6,1071.6,468514.41,1075.8123076923077,sell,1073.9,101.86210000000005,0.0,-0.0007449483192103124
2021-01-13 03:30:00+07:00,1071.6,1071.8,1058.9,1068.1,188628.2199,1075.3455384615386,sell,1073.9,101.86210000000005,0.0,0.001955489337927308
2021-01-13 03:45:00+07:00,1068.1,1083.5,1066.4,1080.1,570155.4357,1075.139076923077,buy,1080.1,101.27310000000007,-0.5889999999999828,-0.012684010739746152
2021-01-13 04:00:00+07:00,1080.1,1085.3,1074.4,1076.6,682820.0548,1075.1506153846153,buy,1080.1,101.27310000000007,0.0,-0.005277289139894286
2021-01-13 04:15:00+07:00,1076.6,1080.0,1063.6,1066.7,1141824.1985,1075.335076923077,sell,1066.7,100.01350000000008,-1.2595999999999872,-0.01246836036373859
2021-01-13 04:30:00+07:00,1066.7,1067.1,1051.4,1064.2,535919.4419,1075.639846153846,sell,1066.7,100.01350000000008,0.0,-0.0003749882816160716
2021-01-13 04:45:00+07:00,1064.2,1082.3,1063.8,1077.0,238034.4303,1076.0784615384616,buy,1077.0,99.04530000000008,-0.9681999999999957,-0.012256267409470794
2021-01-13 05:00:00+07:00,1077.0,1086.8,1075.1,1082.5,473771.512,1076.6609230769232,buy,1077.0,99.04530000000008,0.0,-0.0017641597028784503
2021-01-13 05:15:00+07:00,1083.0,1083.6,1069.1,1070.9,490178.9165,1077.3344615384615,sell,1070.9,98.4841000000001,-0.5611999999999916,-0.011859183864039422
2021-01-13 05:30:00+07:00,1070.9,1074.7,1062.3,1062.9,367533.1397,1078.0321538461537,sell,1070.9,98.4841000000001,0.0,-0.0035484172191614103
2021-01-13 05:45:00+07:00,1062.9,1065.4,1040.0,1051.8,1883099.5077,1078.6833846153845,sell,1070.9,98.4841000000001,0.0,0.005135867027733681
2021-01-13 06:00:00+07:00,1051.8,1054.2,1027.3,1048.5,1975316.5096,1079.2196923076922,sell,1070.9,98.4841000000001,0.0,0.015594359884209584
2021-01-13 06:15:00+07:00,1048.7,1050.8,1023.8,1029.1,877434.4573,1079.5812307692308,sell,1070.9,98.4841000000001,0.0,0.01876925950135413
2021-01-13 06:30:00+07:00,1029.1,1045.1,1024.2,1041.7,1129681.0394,1079.8056923076924,sell,1070.9,98.4841000000001,0.0,0.02409188533009635
2021-01-13 06:45:00+07:00,1041.7,1051.3,1035.2,1048.8,688191.6269,1079.936923076923,sell,1070.9,98.4841000000001,0.0,0.018302362498832884
2021-01-13 07:00:00+07:00,1048.8,1049.8,1026.2,1038.9,1433578.0208,1079.9352307692307,sell,1070.9,98.4841000000001,0.0,0.019703053506396614
2021-01-13 07:15:00+07:00,1038.9,1042.9,1009.9,1015.7,1959126.4824,1079.7324615384616,sell,1070.9,98.4841000000001,0.0,0.026146232141189652
2021-01-13 07:30:00+07:00,1015.7,1024.1,1005.7,1020.4,1063082.0579,1079.363076923077,sell,1070.9,98.4841000000001,0.0,0.043701559435988586
