time,open,high,low,close,signal,action,action_price,budget,profit,drawdown
2020-01-09 04:00:00+07:00,139.05,140.45,138.58,140.37,135.020728,buy,0.0,100.0,0.0,0.0
2020-01-09 06:00:00+07:00,140.37,141.32,139.62,139.93,135.21377999999999,buy,0.0,100.0,0.0,0.0
2020-01-09 08:00:00+07:00,139.93,141.46,139.76,140.36,135.407328,buy,0.0,100.0,0.0,0.0
2020-01-09 10:00:00+07:00,140.36,140.36,139.53,140.03,135.600256,buy,0.0,100.0,0.0,0.0
2020-01-09 12:00:00+07:00,140.03,140.03,138.84,139.55,135.792092,buy,0.0,100.0,0.0,0.0
2020-01-09 14:00:00+07:00,139.54,140.19,139.1,139.42,135.982408,buy,0.0,100.0,0.0,0.0
2020-01-09 16:00:00+07:00,139.42,139.42,137.77,138.75,136.171484,buy,0.0,100.0,0.0,0.0
2020-01-09 18:00:00+07:00,138.73,138.8,137.79,138.34,136.35945600000002,buy,0.0,100.0,0.0,0.0
2020-01-09 20:00:00+07:00,138.36,138.84,137.73,137.77,136.54666799999998,buy,0.0,100.0,0.0,0.0
2020-01-09 22:00:00+07:00,137.77,138.46,135.39,135.89,136.731496,sell,135.89,100.0,0.0,-0.01891235558172067
2020-01-10 00:00:00+07:00,135.97,136.34,135.62,135.89,136.91431999999998,sell,135.89,100.0,0.0,-0.0033115019501068297
2020-01-10 02:00:00+07:00,135.89,139.4,135.83,137.88,137.09515199999998,buy,137.88,98.53734999999999,-1.4626500000000067,-0.014868001160429236
2020-01-10 04:00:00+07:00,137.88,137.98,136.65,137.55,137.27351199999998,buy,137.88,98.53734999999999,0.0,-0.00892080069625754
2020-01-10 06:00:00+07:00,137.55,138.38,136.11,137.12,137.4495,sell,137.12,97.98635,-0.5509999999999934,-0.009189031505250808
2020-01-10 08:00:00+07:00,137.12,137.28,136.4,136.45,137.624868,sell,137.12,97.98635,0.0,-0.0011668611435238958
2020-01-10 10:00:00+07:00,136.45,136.89,135.97,136.22,137.798992,sell,137.12,97.98635,0.0,0.0016773628938157685
2020-01-10 12:00:00+07:00,136.22,136.46,135.29,136.43,137.968448,sell,137.12,97.98635,0.0,0.004813302217036148
2020-01-10 14:00:00+07:00,136.43,136.44,135.49,135.97,138.13290399999997,sell,137.12,97.98635,0.0,0.0049591598599767125
2020-01-10 16:00:00+07:00,135.93,136.74,135.43,136.74,138.29271200000002,sell,137.12,97.98635,0.0,0.002771295215869278
2020-01-10 18:00:00+07:00,136.74,139.61,136.74,139.61,138.44765999999998,buy,139.61,96.19852999999999,-1.7878200000000064,-0.020557266671441903
2020-01-10 20:00:00+07:00,139.63,140.07,138.6,140.06,138.59669599999998,buy,139.61,96.19852999999999,0.0,-0.007234438793782818
2020-01-10 22:00:00+07:00,140.07,143.38,139.8,141.25,138.740364,buy,139.61,96.19852999999999,0.0,0.001360934030513557
2020-01-11 00:00:00+07:00,141.16,145.05,140.76,142.68,138.880028,buy,139.61,96.19852999999999,0.0,0.008237232289950413
2020-01-11 02:00:00+07:00,142.69,144.71,142.56,143.27,139.016328,buy,139.61,96.19852999999999,0.0,0.021130291526394875
2020-01-11 04:00:00+07:00,143.27,143.87,141.71,142.96,139.148752,buy,139.61,96.19852999999999,0.0,0.015041902442518401
2020-01-11 06:00:00+07:00,142.95,145.02,142.69,143.59,139.27577599999998,buy,139.61,96.19852999999999,0.0,0.0220614569156936
2020-01-11 08:00:00+07:00,143.59,145.25,143.44,143.84,139.39679199999998,buy,139.61,96.19852999999999,0.0,0.02743356493087876
2020-01-11 10:00:00+07:00,143.84,143.98,142.82,143.23,139.51083200000002,buy,139.61,96.19852999999999,0.0,0.02299262230499233
2020-01-11 12:00:00+07:00,143.18,143.45,142.16,142.81,139.61754399999998,buy,139.61,96.19852999999999,0.0,0.018265167251629414
2020-01-11 14:00:00+07:00,142.83,143.64,142.5,142.71,139.71800000000002,buy,139.61,96.19852999999999,0.0,0.020700522885180046
2020-01-11 16:00:00+07:00,142.71,143.92,142.71,142.92,139.81192,buy,139.61,96.19852999999999,0.0,0.022204713129431945
2020-01-11 18:00:00+07:00,142.86,143.07,142.07,142.63,139.899996,buy,139.61,96.19852999999999,0.0,0.01762051428980717
2020-01-11 20:00:00+07:00,142.63,143.53,142.48,142.51,139.9823,buy,139.61,96.19852999999999,0.0,0.020557266671441702
2020-01-11 22:00:00+07:00,142.51,146.67,142.3,146.28,140.063008,buy,139.61,96.19852999999999,0.0,0.01926796074779742
2020-01-12 00:00:00+07:00,146.28,147.92,145.79,146.52,140.142276,buy,139.61,96.19852999999999,0.0,0.04426617004512555
2020-01-12 02:00:00+07:00,146.52,146.95,145.22,145.77,140.219572,buy,139.61,96.19852999999999,0.0,0.040183367953584875
2020-01-12 04:00:00+07:00,145.77,147.56,142.29,143.15,140.292624,buy,139.61,96.19852999999999,0.0,0.019196332640928144
2020-01-12 06:00:00+07:00,143.17,143.5,141.86,143.16,140.36046399999998,buy,139.61,96.19852999999999,0.0,0.016116324045555474
2020-01-12 08:00:00+07:00,143.14,144.27,142.84,143.96,140.425496,buy,139.61,96.19852999999999,0.0,0.023135878518730675
2020-01-12 10:00:00+07:00,143.96,144.35,143.35,143.53,140.48304,buy,139.61,96.19852999999999,0.0,0.026788911969056518
2020-01-12 12:00:00+07:00,143.53,145.71,143.49,144.22,140.53572,buy,139.61,96.19852999999999,0.0,0.02779170546522452
2020-01-12 14:00:00+07:00,144.26,145.28,144.22,144.79,140.583656,buy,139.61,96.19852999999999,0.0,0.03302055726667133
2020-01-12 16:00:00+07:00,144.79,144.88,143.09,143.55,140.626248,buy,139.61,96.19852999999999,0.0,0.02492658119045906
2020-01-12 18:00:00+07:00,143.51,144.1,143.17,143.7,140.664596,buy,139.61,96.19852999999999,0.0,0.02549960604541203
2020-01-12 20:00:00+07:00,143.7,145.22,143.25,144.04,140.698892,buy,139.61,96.19852999999999,0.0,0.026072630900365202
2020-01-12 22:00:00+07:00,144.01,145.37,143.82,143.85,140.730256,buy,139.61,96.19852999999999,0.0,0.030155432991905873
2020-01-13 00:00:00+07:00,143.85,145.52,143.68,144.56,140.75915999999998,buy,139.61,96.19852999999999,0.0,0.029152639495738077
2020-01-13 02:00:00+07:00,144.55,144.86,144.29,144.72,140.78786399999998,buy,139.61,96.19852999999999,0.0,0.03352195401475523
2020-01-13 04:00:00+07:00,144.72,145.43,144.36,145.36,140.816384,buy,139.61,96.19852999999999,0.0,0.034023350762839334
2020-01-13 06:00:00+07:00,145.39,146.83,144.7,144.88,140.844744,buy,139.61,96.19852999999999,0.0,0.03645870639638976
2020-01-13 08:00:00+07:00,144.87,145.32,142.47,142.87,140.87124,buy,139.61,96.19852999999999,0.0,0.020485638564572632
2020-01-13 10:00:00+07:00,142.95,143.79,142.63,143.7,140.896788,buy,139.61,96.19852999999999,0.0,0.021631688274478773
2020-01-13 12:00:00+07:00,143.7,143.7,142.18,142.35,140.92058,buy,139.61,96.19852999999999,0.0,0.01840842346536776
2020-01-13 14:00:00+07:00,142.26,143.34,142.18,143.27,140.94354,buy,139.61,96.19852999999999,0.0,0.01840842346536776
2020-01-13 16:00:00+07:00,143.28,144.02,142.7,143.73,140.966508,buy,139.61,96.19852999999999,0.0,0.02213308502256267
2020-01-13 18:00:00+07:00,143.73,143.87,142.52,143.0,140.98945600000002,buy,139.61,96.19852999999999,0.0,0.02084377909891839
2020-01-13 20:00:00+07:00,143.0,143.51,142.48,142.79,141.012964,buy,139.61,96.19852999999999,0.0,0.020557266671441702
2020-01-13 22:00:00+07:00,142.79,143.36,142.55,143.23,141.037228,buy,139.61,96.19852999999999,0.0,0.021058663419525805
2020-01-14 00:00:00+07:00,143.23,143.81,142.83,143.09,141.06242400000002,buy,139.61,96.19852999999999,0.0,0.023064250411861605
2020-01-14 02:00:00+07:00,143.09,144.32,142.95,144.32,141.090968,buy,139.61,96.19852999999999,0.0,0.023923787694291057
2020-01-14 04:00:00+07:00,144.32,144.52,143.85,143.89,141.122572,buy,139.61,96.19852999999999,0.0,0.03037031731251329
2020-01-14 06:00:00+07:00,143.89,145.72,143.5,145.35,141.156808,buy,139.61,96.19852999999999,0.0,0.02786333357209359
2020-01-14 08:00:00+07:00,145.35,148.6,145.35,147.14,141.19490000000002,buy,139.61,96.19852999999999,0.0,0.041114533342883605
2020-01-14 10:00:00+07:00,147.18,150.83,146.89,149.19,141.23806000000002,buy,139.61,96.19852999999999,0.0,0.052145261800730404
2020-01-14 12:00:00+07:00,149.19,149.29,148.13,148.92,141.285548,buy,139.61,96.19852999999999,0.0,0.06102714705250327
2020-01-14 14:00:00+07:00,148.93,149.57,148.73,149.28,141.337968,buy,139.61,96.19852999999999,0.0,0.06532483346465136
2020-01-14 16:00:00+07:00,149.32,151.67,149.27,150.44,141.397004,buy,139.61,96.19852999999999,0.0,0.06919275123558481
2020-01-14 18:00:00+07:00,150.44,153.2,150.24,151.02,141.463368,buy,139.61,96.19852999999999,0.0,0.07614067760189094
2020-01-14 20:00:00+07:00,151.0,157.47,150.93,155.93,141.538196,buy,139.61,96.19852999999999,0.0,0.08108301697586127
2020-01-14 22:00:00+07:00,155.9,159.46,153.34,159.46,141.62126,buy,139.61,96.19852999999999,0.0,0.09834539073132288
2020-01-15 00:00:00+07:00,159.12,170.93,158.61,165.88,141.71534400000002,buy,139.61,96.19852999999999,0.0,0.13609340305135734
2020-01-15 02:00:00+07:00,165.83,166.56,162.69,163.67,141.81874,buy,139.61,96.19852999999999,0.0,0.1653176706539645
2020-01-15 04:00:00+07:00,163.67,166.04,160.72,163.98,141.929964,buy,139.61,96.19852999999999,0.0,0.1512069336007448
2020-01-15 06:00:00+07:00,164.19,171.68,163.51,169.41,142.05055199999998,buy,139.61,96.19852999999999,0.0,0.17119117541723355
2020-01-15 08:00:00+07:00,169.13,169.79,166.0,166.77,142.17980799999998,buy,139.61,96.19852999999999,0.0,0.18902657402764833
2020-01-15 10:00:00+07:00,166.77,166.84,160.22,160.45,142.31520400000002,buy,139.61,96.19852999999999,0.0,0.14762552825728803
2020-01-15 12:00:00+07:00,160.44,163.29,159.15,162.69,142.457792,buy,139.61,96.19852999999999,0.0,0.1399613208222906
2020-01-15 14:00:00+07:00,162.69,162.75,160.67,161.58,142.607924,buy,139.61,96.19852999999999,0.0,0.15084879306639906
2020-01-15 16:00:00+07:00,161.58,167.43,161.56,166.98,142.76822800000002,buy,139.61,96.19852999999999,0.0,0.1572236945777522
2020-01-15 18:00:00+07:00,166.98,167.26,163.9,165.31,142.937504,buy,139.61,96.19852999999999,0.0,0.17398467158512992
2020-01-15 20:00:00+07:00,165.31,168.51,164.08,165.59,143.115836,buy,139.61,96.19852999999999,0.0,0.1752739775087744
2020-01-15 22:00:00+07:00,165.54,165.61,160.35,163.96,143.302896,buy,139.61,96.19852999999999,0.0,0.14855669364658677
2020-01-16 00:00:00+07:00,163.97,164.83,162.73,163.55,143.498532,buy,139.61,96.19852999999999,0.0,0.16560418308144098
2020-01-16 02:00:00+07:00,163.47,166.47,163.43,166.04,143.700008,buy,139.61,96.19852999999999,0.0,0.17061815056228058
2020-01-16 04:00:00+07:00,166.04,166.6,163.98,166.46,143.907228,buy,139.61,96.19852999999999,0.0,0.1745576964400829
2020-01-16 06:00:00+07:00,166.46,167.13,162.42,163.63,144.11982799999998,buy,139.61,96.19852999999999,0.0,0.16338371176849775
2020-01-16 08:00:00+07:00,163.63,163.97,158.51,160.25,144.339064,buy,139.61,96.19852999999999,0.0,0.13537712198266583
2020-01-16 10:00:00+07:00,160.25,160.74,158.76,160.12,144.56573600000002,buy,139.61,96.19852999999999,0.0,0.1371678246543942
2020-01-16 12:00:00+07:00,160.12,162.17,160.1,161.78,144.798816,buy,139.61,96.19852999999999,0.0,0.14676599097485837
2020-01-16 14:00:00+07:00,161.78,161.78,160.02,160.83,145.04050800000002,buy,139.61,96.19852999999999,0.0,0.1461929661199054
2020-01-16 16:00:00+07:00,160.88,162.18,159.42,162.15,145.289532,buy,139.61,96.19852999999999,0.0,0.14189527970775712
2020-01-16 18:00:00+07:00,162.15,165.23,161.37,162.38,145.54570800000002,buy,139.61,96.19852999999999,0.0,0.15586276054723866
2020-01-16 20:00:00+07:00,162.56,162.73,160.05,161.92,145.80984,buy,139.61,96.19852999999999,0.0,0.14640785044051283
2020-01-16 22:00:00+07:00,161.92,163.21,160.39,161.49,146.081164,buy,139.61,96.19852999999999,0.0,0.14884320607406326
2020-01-17 00:00:00+07:00,161.5,163.82,161.32,163.09,146.36008,buy,139.61,96.19852999999999,0.0,0.1555046200128929
2020-01-17 02:00:00+07:00,163.01,165.47,163.01,165.4,146.647004,buy,139.61,96.19852999999999,0.0,0.16760977007377678
